DocID,TF-IDF,Okapi TF,BM25,Laplace,Jelinek-Mercer,Label
298-77,0,0,0,-263.27092828646073,-263.27092828646073,0
200-89,0,0,0,-192.39029374779824,-192.39029374779824,0
251-93,0,0,0,-151.88707401141966,-151.88707401141966,0
040-16,0,0,0,-243.01931841827147,-243.01931841827147,0
055-41,0,0,0,-81.00643947275715,-81.00643947275715,0
086-94,0,0,0,-222.76770855008218,-222.76770855008218,0
150-36,0,0,0,-212.64190361598753,-212.64190361598753,0
226-74,0,0,0,-91.1322444068518,-91.1322444068518,0
108-44,0,0,0,-172.13868387960895,-172.13868387960895,0
022-71,0,0,0,-192.39029374779824,-192.39029374779824,0
027-91,0,0,0,-60.75482960456786,-60.75482960456786,0
217-10,0,0,0,-151.88707401141966,-151.88707401141966,0
181-27,0,0,0,-172.13868387960895,-172.13868387960895,0
118-20,0,0,0,-263.27092828646073,-263.27092828646073,0
132-45,0,0,0,-192.39029374779824,-192.39029374779824,0
027-38,0,0,0,-60.75482960456786,-60.75482960456786,0
101-55,0,0,0,-232.89351348417682,-232.89351348417682,0
227-76,0,0,0,-131.63546414323037,-131.63546414323037,0
040-4,0,0,0,-243.01931841827147,-243.01931841827147,0
015-63,0,0,0,-81.00643947275715,-81.00643947275715,0
055-17,0,0,0,-81.00643947275715,-81.00643947275715,0
200-17,0,0,0,-192.39029374779824,-192.39029374779824,0
182-23,0,0,0,-384.78058749559614,-384.78058749559614,0
136-30,0,0,0,-232.89351348417682,-232.89351348417682,0
298-9,0,0,0,-263.27092828646073,-263.27092828646073,0
264-73,0,0,0,-151.88707401141966,-151.88707401141966,0
026-55,0,0,0,-101.25804934094644,-101.25804934094644,0
285-18,0,0,0,-111.38385427504109,-111.38385427504109,0
285-95,0,0,0,-111.38385427504109,-111.38385427504109,0
301-38,0,0,0,-212.64190361598753,-212.64190361598753,0
106-44,0,0,0,-162.0128789455143,-162.0128789455143,0
151803-210,0.0,0.0,0.0,0,0,0
214-36,0,0,0,-334.15156282512305,-334.15156282512305,0
057-59,0,0,0,-121.50965920913573,-121.50965920913573,0
295-43,0,0,0,-60.75482960456786,-60.75482960456786,0
051-13,0,0,0,-222.76770855008218,-222.76770855008218,0
210-93,0,0,0,-101.25804934094644,-101.25804934094644,0
255-42,0,0,0,-293.6483430887446,-293.6483430887446,0
183-27,0,0,0,-81.00643947275715,-81.00643947275715,0
153-87,0,0,0,-101.25804934094644,-101.25804934094644,0
158-32,0,0,0,-121.50965920913573,-121.50965920913573,0
189-70,0,0,0,-131.63546414323037,-131.63546414323037,0
111-5,0,0,0,-81.00643947275715,-81.00643947275715,0
120-67,0,0,0,-212.64190361598753,-212.64190361598753,0
135-72,0,0,0,-222.76770855008218,-222.76770855008218,0
039-2,0,0,0,-162.0128789455143,-162.0128789455143,0
059-24,0,0,0,-111.38385427504109,-111.38385427504109,0
265-80,0,0,0,-111.38385427504109,-111.38385427504109,0
041-54,0,0,0,-101.25804934094644,-101.25804934094644,0
355-97,0,0,0,-91.1322444068518,-91.1322444068518,0
095-82,0,0,0,-192.39029374779824,-192.39029374779824,0
293-43,0,0,0,-293.6483430887446,-293.6483430887446,0
133-14,0,0,0,-202.51609868189288,-202.51609868189288,0
131-56,0,0,0,-202.51609868189288,-202.51609868189288,0
265-40,0,0,0,-111.38385427504109,-111.38385427504109,0
009-98,0,0,0,-101.25804934094644,-101.25804934094644,0
072-70,0,0,0,-253.1451233523661,-253.1451233523661,0
315-96,0,0,0,-131.63546414323037,-131.63546414323037,0
052-81,0,0,0,-162.0128789455143,-162.0128789455143,0
299-86,0,0,0,-192.39029374779824,-192.39029374779824,0
039-56,0,0,0,-162.0128789455143,-162.0128789455143,0
049-43,0,0,0,-141.761269077325,-141.761269077325,0
050-32,0,0,0,-192.39029374779824,-192.39029374779824,0
151802-12610,0.0,0.0,0.0,0,0,0
080-51,0,0,0,-131.63546414323037,-131.63546414323037,0
200-47,0,0,0,-192.39029374779824,-192.39029374779824,0
027-81,0,0,0,-60.75482960456786,-60.75482960456786,0
152-33,0,0,0,-91.1322444068518,-91.1322444068518,0
272-47,0,0,0,-415.15800229788,-415.15800229788,0
058-7,0,0,0,-232.89351348417682,-232.89351348417682,0
215-49,0,0,0,-182.2644888137036,-182.2644888137036,0
255-38,0,0,0,-293.6483430887446,-293.6483430887446,0
306-54,0,0,0,-182.2644888137036,-182.2644888137036,0
275-9,0,0,0,-222.76770855008218,-222.76770855008218,0
283-99,0,0,0,-70.8806345386625,-70.8806345386625,0
332-99,0,0,0,-243.01931841827147,-243.01931841827147,0
331-60,0,0,0,-151.88707401141966,-151.88707401141966,0
204-19,0,0,0,-111.38385427504109,-111.38385427504109,0
226-19,0,0,0,-91.1322444068518,-91.1322444068518,0
230-86,0,0,0,-81.00643947275715,-81.00643947275715,0
196-29,0,0,0,-212.64190361598753,-212.64190361598753,0
138-74,0,0,0,-81.00643947275715,-81.00643947275715,0
209-11,0,0,0,-232.89351348417682,-232.89351348417682,0
168-51,0,0,0,-202.51609868189288,-202.51609868189288,0
304-15,0,0,0,-222.76770855008218,-222.76770855008218,0
338-31,0,0,0,-172.13868387960895,-172.13868387960895,0
303-29,0,0,0,-141.761269077325,-141.761269077325,0
323-74,0,0,0,-131.63546414323037,-131.63546414323037,0
223-91,0,0,0,-151.88707401141966,-151.88707401141966,0
226-58,0,0,0,-91.1322444068518,-91.1322444068518,0
154-22,0,0,0,-222.76770855008218,-222.76770855008218,0
273-77,0,0,0,-101.25804934094644,-101.25804934094644,0
255-41,0,0,0,-293.6483430887446,-293.6483430887446,0
100-11,0,0,0,-121.50965920913573,-121.50965920913573,0
103-48,0,0,0,-313.8999529569338,-313.8999529569338,0
331-55,0,0,0,-151.88707401141966,-151.88707401141966,0
335-31,0,0,0,-151.88707401141966,-151.88707401141966,0
012-8,0,0,0,-324.02575789102843,-324.02575789102843,0
133-45,0,0,0,-202.51609868189288,-202.51609868189288,0
151802-14995,0.0,0.0,0.0,0,0,0
004-94,0,0,0,-131.63546414323037,-131.63546414323037,0
273-82,0,0,0,-101.25804934094644,-101.25804934094644,0
336-90,0,0,0,-182.2644888137036,-182.2644888137036,0
353-4,0,0,0,-151.88707401141966,-151.88707401141966,0
294-72,0,0,0,-182.2644888137036,-182.2644888137036,0
034-16,0,0,0,-232.89351348417682,-232.89351348417682,0
165-83,0,0,0,-141.761269077325,-141.761269077325,0
059-18,0,0,0,-111.38385427504109,-111.38385427504109,0
226-29,0,0,0,-91.1322444068518,-91.1322444068518,0
100-28,0,0,0,-121.50965920913573,-121.50965920913573,0
136-83,0,0,0,-232.89351348417682,-232.89351348417682,0
010-32,0,0,0,-141.761269077325,-141.761269077325,0
241-59,0,0,0,-334.15156282512305,-334.15156282512305,0
301-59,0,0,0,-212.64190361598753,-212.64190361598753,0
156-14,0,0,0,-50.629024670473214,-50.629024670473214,0
114-33,0,0,0,-253.1451233523661,-253.1451233523661,0
123-0,0,0,0,-182.2644888137036,-182.2644888137036,0
032-72,0,0,0,-222.76770855008218,-222.76770855008218,0
128-46,0,0,0,-253.1451233523661,-253.1451233523661,0
107-87,0,0,0,-243.01931841827147,-243.01931841827147,0
184-51,0,0,0,-81.00643947275715,-81.00643947275715,0
128-72,0,0,0,-253.1451233523661,-253.1451233523661,0
052-20,0,0,0,-162.0128789455143,-162.0128789455143,0
209-82,0,0,0,-232.89351348417682,-232.89351348417682,0
214-21,0,0,0,-334.15156282512305,-334.15156282512305,0
349-50,0,0,0,-141.761269077325,-141.761269077325,0
112-68,0,0,0,-60.75482960456786,-60.75482960456786,0
202-95,0,0,0,-50.629024670473214,-50.629024670473214,0
339-49,0,0,0,-263.27092828646073,-263.27092828646073,0
054-15,0,0,0,-192.39029374779824,-192.39029374779824,0
110-11,0,0,0,-121.50965920913573,-121.50965920913573,0
252-6,0,0,0,-172.13868387960895,-172.13868387960895,0
196-88,0,0,0,-212.64190361598753,-212.64190361598753,0
039-82,0,0,0,-162.0128789455143,-162.0128789455143,0
140-88,0,0,0,-354.4031726933123,-354.4031726933123,0
171-30,0,0,0,-182.2644888137036,-182.2644888137036,0
142-98,0,0,0,-151.88707401141966,-151.88707401141966,0
049-16,0,0,0,-141.761269077325,-141.761269077325,0
303-59,0,0,0,-141.761269077325,-141.761269077325,0
080-68,0,0,0,-131.63546414323037,-131.63546414323037,0
204-41,0,0,0,-111.38385427504109,-111.38385427504109,0
079-3,0,0,0,-141.761269077325,-141.761269077325,0
099-25,0,0,0,-263.27092828646073,-263.27092828646073,0
056-39,0,0,0,-243.01931841827147,-243.01931841827147,0
138-19,0,0,0,-81.00643947275715,-81.00643947275715,0
213-11,0,0,0,-131.63546414323037,-131.63546414323037,0
175-88,0,0,0,-243.01931841827147,-243.01931841827147,0
059-95,0,0,0,-111.38385427504109,-111.38385427504109,0
340-67,0,0,0,-192.39029374779824,-192.39029374779824,0
352-27,0,0,0,-202.51609868189288,-202.51609868189288,0
132-70,0,0,0,-192.39029374779824,-192.39029374779824,0
012-7,0,0,0,-324.02575789102843,-324.02575789102843,0
034-77,0,0,0,-232.89351348417682,-232.89351348417682,0
151802-2274,0.0,0.0,0.0,0,0,0
226-85,0,0,0,-91.1322444068518,-91.1322444068518,0
069-23,0,0,0,-91.1322444068518,-91.1322444068518,0
095-56,0,0,0,-192.39029374779824,-192.39029374779824,0
217-42,0,0,0,-151.88707401141966,-151.88707401141966,0
232-12,0,0,0,-243.01931841827147,-243.01931841827147,0
255-28,0,0,0,-293.6483430887446,-293.6483430887446,0
299-92,0,0,0,-192.39029374779824,-192.39029374779824,0
072-16,0,0,0,-253.1451233523661,-253.1451233523661,0
150-85,0,0,0,-212.64190361598753,-212.64190361598753,0
209-91,0,0,0,-232.89351348417682,-232.89351348417682,0
232-73,0,0,0,-243.01931841827147,-243.01931841827147,0
146-84,0,0,0,-172.13868387960895,-172.13868387960895,0
083-40,0,0,0,-81.00643947275715,-81.00643947275715,0
139-73,0,0,0,-81.00643947275715,-81.00643947275715,0
215-40,0,0,0,-182.2644888137036,-182.2644888137036,0
259-27,0,0,0,-243.01931841827147,-243.01931841827147,0
031-7,0,0,0,-172.13868387960895,-172.13868387960895,0
205-50,0,0,0,-141.761269077325,-141.761269077325,0
285-46,0,0,0,-111.38385427504109,-111.38385427504109,0
055-76,0,0,0,-81.00643947275715,-81.00643947275715,0
275-76,0,0,0,-222.76770855008218,-222.76770855008218,0
104-59,0,0,0,-111.38385427504109,-111.38385427504109,0
209-15,0,0,0,-232.89351348417682,-232.89351348417682,0
029-10,0,0,0,-50.629024670473214,-50.629024670473214,0
069-78,0,0,0,-91.1322444068518,-91.1322444068518,0
143-90,0,0,0,-101.25804934094644,-101.25804934094644,0
323-61,0,0,0,-131.63546414323037,-131.63546414323037,0
153-67,0,0,0,-101.25804934094644,-101.25804934094644,0
213-85,0,0,0,-131.63546414323037,-131.63546414323037,0
332-75,0,0,0,-243.01931841827147,-243.01931841827147,0
153-37,0,0,0,-101.25804934094644,-101.25804934094644,0
245-90,0,0,0,-303.7741480228392,-303.7741480228392,0
274-19,0,0,0,-70.8806345386625,-70.8806345386625,0
026-40,0,0,0,-101.25804934094644,-101.25804934094644,0
349-60,0,0,0,-141.761269077325,-141.761269077325,0
123-81,0,0,0,-182.2644888137036,-182.2644888137036,0
285-5,0,0,0,-111.38385427504109,-111.38385427504109,0
340-88,0,0,0,-192.39029374779824,-192.39029374779824,0
269-48,0,0,0,-121.50965920913573,-121.50965920913573,0
150-22,0,0,0,-212.64190361598753,-212.64190361598753,0
051-20,0,0,0,-222.76770855008218,-222.76770855008218,0
272-36,0,0,0,-415.15800229788,-415.15800229788,0
196-92,0,0,0,-212.64190361598753,-212.64190361598753,0
158-65,0,0,0,-121.50965920913573,-121.50965920913573,0
203-35,0,0,0,-222.76770855008218,-222.76770855008218,0
139-89,0,0,0,-81.00643947275715,-81.00643947275715,0
087-90,0,0,0,-192.39029374779824,-192.39029374779824,0
053-6,0,0,0,-101.25804934094644,-101.25804934094644,0
126-65,0,0,0,-162.0128789455143,-162.0128789455143,0
218-42,0,0,0,-101.25804934094644,-101.25804934094644,0
227-47,0,0,0,-131.63546414323037,-131.63546414323037,0
012-76,0,0,0,-324.02575789102843,-324.02575789102843,0
114-69,0,0,0,-253.1451233523661,-253.1451233523661,0
233-25,0,0,0,-91.1322444068518,-91.1322444068518,0
113-77,0,0,0,-182.2644888137036,-182.2644888137036,0
187-24,0,0,0,-212.64190361598753,-212.64190361598753,0
219-58,0,0,0,-151.88707401141966,-151.88707401141966,0
026-12,0,0,0,-101.25804934094644,-101.25804934094644,0
118-39,0,0,0,-263.27092828646073,-263.27092828646073,0
177-79,0,0,0,-192.39029374779824,-192.39029374779824,0
164-81,0,0,0,-232.89351348417682,-232.89351348417682,0
272-66,0,0,0,-415.15800229788,-415.15800229788,0
062-40,0,0,0,-141.761269077325,-141.761269077325,0
201-68,0,0,0,-50.629024670473214,-50.629024670473214,0
301-40,0,0,0,-212.64190361598753,-212.64190361598753,0
026-32,0,0,0,-101.25804934094644,-101.25804934094644,0
069-76,0,0,0,-91.1322444068518,-91.1322444068518,0
151801-2976,0.0,0.0,0.0,0,0,0
067-31,0,0,0,-121.50965920913573,-121.50965920913573,0
023-67,0,0,0,-131.63546414323037,-131.63546414323037,0
105-90,0,0,0,-283.52253815464996,-283.52253815464996,0
164-47,0,0,0,-232.89351348417682,-232.89351348417682,0
054-27,0,0,0,-192.39029374779824,-192.39029374779824,0
001-27,0,0,0,-151.88707401141966,-151.88707401141966,0
365-48,0,0,0,-162.0128789455143,-162.0128789455143,0
107-23,0,0,0,-243.01931841827147,-243.01931841827147,0
106-81,0,0,0,-162.0128789455143,-162.0128789455143,0
083-71,0,0,0,-81.00643947275715,-81.00643947275715,0
202-20,0,0,0,-50.629024670473214,-50.629024670473214,0
031-50,0,0,0,-172.13868387960895,-172.13868387960895,0
136-46,0,0,0,-232.89351348417682,-232.89351348417682,0
002-90,0,0,0,-141.761269077325,-141.761269077325,0
202-65,0,0,0,-50.629024670473214,-50.629024670473214,0
246-6,0,0,0,-232.89351348417682,-232.89351348417682,0
365-56,0,0,0,-162.0128789455143,-162.0128789455143,0
291-35,0,0,0,-202.51609868189288,-202.51609868189288,0
212-90,0,0,0,-141.761269077325,-141.761269077325,0
292-11,0,0,0,-222.76770855008218,-222.76770855008218,0
071-19,0,0,0,-162.0128789455143,-162.0128789455143,0
009-35,0,0,0,-101.25804934094644,-101.25804934094644,0
212-29,0,0,0,-141.761269077325,-141.761269077325,0
026-10,0,0,0,-101.25804934094644,-101.25804934094644,0
069-12,0,0,0,-91.1322444068518,-91.1322444068518,0
212-52,0,0,0,-141.761269077325,-141.761269077325,0
001-58,0,0,0,-151.88707401141966,-151.88707401141966,0
151801-1355,0.0,0.0,0.0,0,0,0
297-50,0,0,0,-273.39673322055535,-273.39673322055535,0
164-13,0,0,0,-232.89351348417682,-232.89351348417682,0
293-5,0,0,0,-293.6483430887446,-293.6483430887446,0
056-41,0,0,0,-243.01931841827147,-243.01931841827147,0
173-12,0,0,0,-243.01931841827147,-243.01931841827147,0
232-7,0,0,0,-243.01931841827147,-243.01931841827147,0
181-18,0,0,0,-172.13868387960895,-172.13868387960895,0
181-30,0,0,0,-172.13868387960895,-172.13868387960895,0
353-19,0,0,0,-151.88707401141966,-151.88707401141966,0
146-73,0,0,0,-172.13868387960895,-172.13868387960895,0
123-31,0,0,0,-182.2644888137036,-182.2644888137036,0
189-81,0,0,0,-131.63546414323037,-131.63546414323037,0
246-43,0,0,0,-232.89351348417682,-232.89351348417682,0
056-23,0,0,0,-243.01931841827147,-243.01931841827147,0
223-75,0,0,0,-151.88707401141966,-151.88707401141966,0
230-67,0,0,0,-81.00643947275715,-81.00643947275715,0
211-86,0,0,0,-131.63546414323037,-131.63546414323037,0
004-72,0,0,0,-131.63546414323037,-131.63546414323037,0
099-50,0,0,0,-263.27092828646073,-263.27092828646073,0
158-95,0,0,0,-121.50965920913573,-121.50965920913573,0
225-80,0,0,0,-182.2644888137036,-182.2644888137036,0
112-80,0,0,0,-60.75482960456786,-60.75482960456786,0
275-66,0,0,0,-222.76770855008218,-222.76770855008218,0
171-64,0,0,0,-182.2644888137036,-182.2644888137036,0
202-99,0,0,0,-50.629024670473214,-50.629024670473214,0
219-40,0,0,0,-151.88707401141966,-151.88707401141966,0
265-60,0,0,0,-111.38385427504109,-111.38385427504109,0
323-8,0,0,0,-131.63546414323037,-131.63546414323037,0
232-35,0,0,0,-243.01931841827147,-243.01931841827147,0
130-75,0,0,0,-121.50965920913573,-121.50965920913573,0
154-68,0,0,0,-222.76770855008218,-222.76770855008218,0
211-37,0,0,0,-131.63546414323037,-131.63546414323037,0
208-53,0,0,0,-172.13868387960895,-172.13868387960895,0
080-69,0,0,0,-131.63546414323037,-131.63546414323037,0
176-12,0,0,0,-162.0128789455143,-162.0128789455143,0
335-81,0,0,0,-151.88707401141966,-151.88707401141966,0
026-83,0,0,0,-101.25804934094644,-101.25804934094644,0
080-90,0,0,0,-131.63546414323037,-131.63546414323037,0
080-5,0,0,0,-131.63546414323037,-131.63546414323037,0
184-67,0,0,0,-81.00643947275715,-81.00643947275715,0
085-78,0,0,0,-222.76770855008218,-222.76770855008218,0
001-56,0,0,0,-151.88707401141966,-151.88707401141966,0
164-9,0,0,0,-232.89351348417682,-232.89351348417682,0
340-41,0,0,0,-192.39029374779824,-192.39029374779824,0
050-43,0,0,0,-192.39029374779824,-192.39029374779824,0
274-6,0,0,0,-70.8806345386625,-70.8806345386625,0
206-94,0,0,0,-394.90639242969075,-394.90639242969075,0
285-13,0,0,0,-111.38385427504109,-111.38385427504109,0
035-40,0,0,0,-222.76770855008218,-222.76770855008218,0
029-62,0,0,0,-50.629024670473214,-50.629024670473214,0
164-37,0,0,0,-232.89351348417682,-232.89351348417682,0
123-58,0,0,0,-182.2644888137036,-182.2644888137036,0
118-2,0,0,0,-263.27092828646073,-263.27092828646073,0
215-90,0,0,0,-182.2644888137036,-182.2644888137036,0
035-69,0,0,0,-222.76770855008218,-222.76770855008218,0
196-16,0,0,0,-212.64190361598753,-212.64190361598753,0
083-22,0,0,0,-81.00643947275715,-81.00643947275715,0
226-98,0,0,0,-91.1322444068518,-91.1322444068518,0
097-96,0,0,0,-182.2644888137036,-182.2644888137036,0
022-98,0,0,0,-192.39029374779824,-192.39029374779824,0
339-30,0,0,0,-263.27092828646073,-263.27092828646073,0
142-58,0,0,0,-151.88707401141966,-151.88707401141966,0
052-24,0,0,0,-162.0128789455143,-162.0128789455143,0
097-57,0,0,0,-182.2644888137036,-182.2644888137036,0
103-30,0,0,0,-313.8999529569338,-313.8999529569338,0
227-64,0,0,0,-131.63546414323037,-131.63546414323037,0
104-83,0,0,0,-111.38385427504109,-111.38385427504109,0
143-26,0,0,0,-101.25804934094644,-101.25804934094644,0
052-67,0,0,0,-162.0128789455143,-162.0128789455143,0
161-38,0,0,0,-182.2644888137036,-182.2644888137036,0
104-75,0,0,0,-111.38385427504109,-111.38385427504109,0
208-89,0,0,0,-172.13868387960895,-172.13868387960895,0
128-83,0,0,0,-253.1451233523661,-253.1451233523661,0
226-62,0,0,0,-91.1322444068518,-91.1322444068518,0
151803-11450,0.0,0.0,0.0,0,0,0
055-74,0,0,0,-81.00643947275715,-81.00643947275715,0
182-18,0,0,0,-384.78058749559614,-384.78058749559614,0
293-66,0,0,0,-293.6483430887446,-293.6483430887446,0
120-64,0,0,0,-212.64190361598753,-212.64190361598753,0
094-1,0,0,0,-222.76770855008218,-222.76770855008218,0
053-53,0,0,0,-101.25804934094644,-101.25804934094644,0
132-44,0,0,0,-192.39029374779824,-192.39029374779824,0
083-52,0,0,0,-81.00643947275715,-81.00643947275715,0
183-47,0,0,0,-81.00643947275715,-81.00643947275715,0
170-26,0,0,0,-243.01931841827147,-243.01931841827147,0
008-98,0,0,0,-283.52253815464996,-283.52253815464996,0
273-45,0,0,0,-101.25804934094644,-101.25804934094644,0
288-81,0,0,0,-202.51609868189288,-202.51609868189288,0
231-9,0,0,0,-111.38385427504109,-111.38385427504109,0
219-73,0,0,0,-151.88707401141966,-151.88707401141966,0
130-1,0,0,0,-121.50965920913573,-121.50965920913573,0
